 15, 0.15,  7
 15, 0.16,  1
 15, 0.17,  1
 15, 0.18,  1
 15, 0.19,  1
 15, 0.20,  1
 15, 0.21,  1
 15, 0.22,  1
 15, 0.23,  1
 15, 0.24,  1
 15, 0.25,  1
 15, 0.26,  1
 15, 0.27,  1
 15, 0.28,  1
 15, 0.29,  1
 15, 0.30,  1
 15, 0.31,  1
 15, 0.32,  1
 15, 0.33,  1
 15, 0.34,  1
 15, 0.35,  1
 15, 0.36,  1
 15, 0.37,  1
 15, 0.38,  1
 15, 0.39,  1
 15, 0.40,  1
 16, 0.00,  1
 16, 0.01,  1
 16, 0.02,  3
 16, 0.03,  3
 16, 0.04,  3
 16, 0.05,  5
 16, 0.06,  5
 16, 0.07,  7
 16, 0.08,  7
 16, 0.09,  7
 16, 0.10,  7
 16, 0.11,  7
 16, 0.12, 11
 16, 0.13, 11
 16, 0.14,  9
 16, 0.15, 11
 16, 0.16, 15
 16, 0.17, 13
 16, 0.18,  1
 16, 0.19,  1
 16, 0.20,  1
 16, 0.21,  1
 16, 0.22,  1
 16, 0.23,  1
 16, 0.24,  1
 16, 0.25,  1
 16, 0.26,  1
 16, 0.27,  1
 16, 0.28,  1
 16, 0.29,  1
 16, 0.30,  1
 16, 0.31,  1
 16, 0.32,  1
 16, 0.33,  1
 16, 0.34,  1
 16, 0.35,  1
 16, 0.36,  1
 16, 0.37,  1
 16, 0.38,  1
 16, 0.39,  1
 16, 0.40,  1
 17, 0.00,  1
 17, 0.01,  3
 17, 0.02,  3
 17, 0.03,  3
 17, 0.04,  3
 17, 0.05,  3
 17, 0.06,  3
 17, 0.07,  5
 17, 0.08,  5
 17, 0.09,  5
 17, 0.10,  5
 17, 0.11,  5
 17, 0.12,  5
 17, 0.13, 15
 17, 0.14, 11
 17, 0.15,  9
 17, 0.16, 15
 17, 0.17,  9
 17, 0.18,  3
 17, 0.19,  1
 17, 0.20,  1
 17, 0.21,  1
 17, 0.22,  1
 17, 0.23,  1
 17, 0.24,  3
 17, 0.25,  1
 17, 0.26,  3
 17, 0.27,  3
 17, 0.28,  1
 17, 0.29,  1
 17, 0.30,  1
 17, 0.31,  1
 17, 0.32,  1
 17, 0.33,  1
 17, 0.34,  1
 17, 0.35,  1
 17, 0.36,  1
 17, 0.37,  1
 17, 0.38,  1
 17, 0.39,  1
 17, 0.40,  1
 18, 0.00,  1
 18, 0.01,  1
 18, 0.02,  3
 18, 0.03,  3
 18, 0.04,  3
 18, 0.05,  3
 18, 0.06,  5
 18, 0.07,  7
 18, 0.08,  7
 18, 0.09,  7
 18, 0.10,  5
 18, 0.11, 11
 18, 0.12,  9
 18, 0.13,  9
 18, 0.14,  9
 18, 0.15, 13
 18, 0.16, 15
 18, 0.17,  1
 18, 0.18,  1
 18, 0.19,  1
 18, 0.20,  1
 18, 0.21,  1
 18, 0.22,  1
 18, 0.23,  1
 18, 0.24,  1
 18, 0.25,  1
 18, 0.26,  1
 18, 0.27,  1
 18, 0.28,  1
 18, 0.29,  1
 18, 0.30,  1
 18, 0.31,  1
 18, 0.32,  1
 18, 0.33,  1
 18, 0.34,  1
 18, 0.35,  1
 18, 0.36,  1
 18, 0.37,  1
 18, 0.38,  1
 18, 0.39,  1
 18, 0.40,  1
 19, 0.00,  1
 19, 0.01,  1
 19, 0.02,  3
 19, 0.03,  3
 19, 0.04,  3
